carat,cut,color,clarity,depth,table,z,x,y,price
38473,38473,38473,38473,0.38,0,3,4,4.64,56.0,1031
38474,38474,38474,38474,0.42,0,4,2,4.84,57.0,1031
38475,38475,38475,38475,0.42,0,4,2,4.79,57.0,1031
38476,38476,38476,38476,0.42,0,6,3,4.75,55.0,1031
38477,38477,38477,38477,0.42,0,5,4,4.77,57.0,1031
38478,38478,38478,38478,0.42,0,5,4,4.81,56.0,1031
38479,38479,38479,38479,0.42,3,5,4,4.78,59.0,1031
38480,38480,38480,38480,0.42,1,4,2,4.81,59.0,1031
38481,38481,38481,38481,0.42,0,6,3,4.8,56.0,1031
38482,38482,38482,38482,0.42,0,4,2,4.8,57.0,1031
38483,38483,38483,38483,0.42,1,4,2,4.8,59.0,1031
38484,38484,38484,38484,0.42,0,5,4,4.86,55.0,1031
38485,38485,38485,38485,0.42,0,6,3,4.8,56.0,1031
38486,38486,38486,38486,0.42,0,4,2,4.78,57.0,1031
38487,38487,38487,38487,0.42,3,4,2,4.84,61.0,1031
38488,38488,38488,38488,0.42,0,5,4,4.77,55.0,1031
38489,38489,38489,38489,0.42,0,4,2,4.77,55.0,1031
38490,38490,38490,38490,0.42,0,4,2,4.84,57.0,1031
38491,38491,38491,38491,0.42,0,6,3,4.8,56.0,1031
38492,38492,38492,38492,0.42,1,4,2,4.82,58.0,1031
38493,38493,38493,38493,0.42,3,4,2,4.78,55.0,1031
38494,38494,38494,38494,0.42,0,5,4,4.79,55.0,1031
38495,38495,38495,38495,0.42,0,6,3,4.8,54.0,1031
38496,38496,38496,38496,0.42,0,6,3,4.8,55.0,1031
38497,38497,38497,38497,0.42,0,5,4,4.74,56.0,1031
38498,38498,38498,38498,0.42,0,5,4,4.77,56.0,1031
38499,38499,38499,38499,0.4,0,0,5,4.77,56.0,1031
38500,38500,38500,38500,0.5,3,3,1,5.08,63.0,1031
38501,38501,38501,38501,0.39,0,4,4,4.73,60.0,1031
38502,38502,38502,38502,0.4,0,3,1,4.72,55.0,1031
38503,38503,38503,38503,0.47,2,3,2,4.81,59.0,1031
38504,38504,38504,38504,0.44,1,5,2,4.87,59.0,1031
38505,38505,38505,38505,0.5,4,4,0,5.06,54.0,1031
38506,38506,38506,38506,0.5,1,4,0,5.21,62.0,1031
38507,38507,38507,38507,0.5,4,4,0,5.06,54.0,1031
38508,38508,38508,38508,0.5,0,1,1,5.18,59.0,1031
38509,38509,38509,38509,0.5,1,5,0,5.1,59.0,1031
38510,38510,38510,38510,0.5,4,5,3,4.97,57.0,1031
38511,38511,38511,38511,0.44,0,5,1,4.88,55.0,1032
38512,38512,38512,38512,0.46,3,0,1,5.09,63.0,1032
38513,38513,38513,38513,0.4,3,5,4,4.73,58.0,1033
38514,38514,38514,38514,0.38,0,4,4,4.61,56.0,1033
38515,38515,38515,38515,0.36,0,6,4,4.57,54.0,1033
38516,38516,38516,38516,0.37,0,5,7,4.6,56.0,1033
38517,38517,38517,38517,0.53,2,1,1,5.14,62.0,1033
38518,38518,38518,38518,0.34,0,6,3,4.49,55.0,1033
38519,38519,38519,38519,0.34,0,0,2,4.5,56.0,1033
38520,38520,38520,38520,0.34,0,0,2,4.52,55.0,1033
38521,38521,38521,38521,0.34,1,0,2,4.58,58.0,1033
38522,38522,38522,38522,0.34,0,0,2,4.53,57.0,1033
38523,38523,38523,38523,0.34,0,0,2,4.5,57.0,1033
38524,38524,38524,38524,0.34,0,0,2,4.51,56.0,1033
38525,38525,38525,38525,0.34,0,0,2,4.52,56.0,1033
38526,38526,38526,38526,0.34,0,0,2,4.47,55.0,1033
38527,38527,38527,38527,0.34,0,6,3,4.52,53.0,1033
38528,38528,38528,38528,0.34,0,0,2,4.5,57.0,1033
38529,38529,38529,38529,0.34,0,0,2,4.51,57.0,1033
38530,38530,38530,38530,0.34,0,0,2,4.52,57.0,1033
38531,38531,38531,38531,0.38,1,3,5,4.76,58.0,1033
38532,38532,38532,38532,0.38,1,3,5,4.7,60.0,1033
38533,38533,38533,38533,0.38,3,3,5,4.62,58.0,1033
38534,38534,38534,38534,0.34,0,6,3,4.52,57.0,1033
38535,38535,38535,38535,0.34,0,6,3,4.53,56.0,1033
38536,38536,38536,38536,0.34,0,6,3,4.53,57.0,1033
38537,38537,38537,38537,0.34,1,6,3,4.56,60.0,1033
38538,38538,38538,38538,0.34,1,6,3,4.55,58.0,1033
38539,38539,38539,38539,0.34,0,6,3,4.48,55.0,1033
38540,38540,38540,38540,0.34,0,6,3,4.49,55.0,1033
38541,38541,38541,38541,0.34,1,6,3,4.5,58.0,1033
38542,38542,38542,38542,0.34,0,6,3,4.5,57.0,1033
38543,38543,38543,38543,0.34,0,6,3,4.52,54.0,1033
38544,38544,38544,38544,0.34,0,6,3,4.47,57.0,1033
38545,38545,38545,38545,0.34,0,6,3,4.47,55.0,1033
38546,38546,38546,38546,0.34,0,6,3,4.5,56.0,1033
38547,38547,38547,38547,0.34,0,6,3,4.48,55.0,1033
38548,38548,38548,38548,0.34,0,0,2,4.5,57.0,1033
38549,38549,38549,38549,0.6,4,0,0,5.31,56.0,1033
38550,38550,38550,38550,0.41,1,3,2,4.73,59.0,1033
38551,38551,38551,38551,0.5,3,2,2,5.09,57.8,1034
38552,38552,38552,38552,0.55,2,2,3,5.18,54.0,1034
38553,38553,38553,38553,0.39,0,0,4,4.7,55.0,1034
38554,38554,38554,38554,0.39,0,0,4,4.7,55.0,1034
38555,38555,38555,38555,0.31,0,6,4,4.37,55.0,1034
38556,38556,38556,38556,0.31,0,6,4,4.35,56.0,1034
38557,38557,38557,38557,0.31,0,6,4,4.38,56.0,1034
38558,38558,38558,38558,0.5,3,1,1,5.06,57.0,1035
38559,38559,38559,38559,0.45,1,1,2,4.86,58.0,1035
38560,38560,38560,38560,0.5,4,5,0,4.99,56.0,1035
38561,38561,38561,38561,0.35,0,6,2,4.54,56.0,1035
38562,38562,38562,38562,0.52,0,3,0,5.17,56.0,1035
38563,38563,38563,38563,0.5,0,3,1,5.07,58.0,1035
38564,38564,38564,38564,0.5,0,3,1,5.1,56.0,1035
38565,38565,38565,38565,0.35,0,4,7,4.54,56.0,1035
38566,38566,38566,38566,0.4,0,3,2,4.78,56.0,1035
38567,38567,38567,38567,0.46,1,0,1,4.98,57.0,1035
38568,38568,38568,38568,0.42,0,3,5,4.85,55.0,1035
38569,38569,38569,38569,0.4,0,1,4,4.73,55.0,1035
38570,38570,38570,38570,0.4,0,1,4,4.77,56.0,1035
38571,38571,38571,38571,0.4,1,3,2,4.73,58.0,1035
38572,38572,38572,38572,0.4,1,3,2,4.71,58.0,1035
38573,38573,38573,38573,0.4,1,3,2,4.71,58.0,1035
38574,38574,38574,38574,0.4,1,3,2,4.74,60.0,1035
38575,38575,38575,38575,0.4,1,3,2,4.73,56.0,1035
38576,38576,38576,38576,0.4,1,5,3,4.67,61.0,1035
38577,38577,38577,38577,0.4,3,5,3,4.7,56.0,1035
38578,38578,38578,38578,0.4,0,5,3,4.72,56.0,1035
38579,38579,38579,38579,0.4,0,5,3,4.71,57.0,1035
38580,38580,38580,38580,0.4,0,5,3,4.78,57.0,1035
38581,38581,38581,38581,0.36,1,0,5,4.57,56.0,1035
38582,38582,38582,38582,0.4,1,5,2,4.83,57.0,1035
38583,38583,38583,38583,0.46,4,5,2,5.08,66.0,1035
38584,38584,38584,38584,0.5,1,2,2,4.98,61.0,1035
38585,38585,38585,38585,0.41,0,4,4,4.77,55.0,1036
38586,38586,38586,38586,0.39,0,4,4,4.68,54.8,1036
38587,38587,38587,38587,0.43,0,6,1,4.86,56.0,1036
38588,38588,38588,38588,0.51,1,4,0,5.1,60.0,1036
38589,38589,38589,38589,0.51,1,4,0,5.18,61.0,1036
38590,38590,38590,38590,0.57,3,2,1,5.36,61.0,1037
38591,38591,38591,38591,0.43,0,5,5,4.85,57.0,1037
38592,38592,38592,38592,0.55,0,3,0,5.24,56.0,1037
38593,38593,38593,38593,0.43,2,3,5,4.84,61.0,1037
38594,38594,38594,38594,0.45,4,4,3,4.9,58.0,1037
38595,38595,38595,38595,0.52,1,0,6,5.2,60.0,1037
38596,38596,38596,38596,0.53,0,2,3,5.21,53.0,1038
38597,38597,38597,38597,0.38,0,0,3,4.66,54.0,1038
38598,38598,38598,38598,0.5,0,5,0,5.17,57.0,1038
38599,38599,38599,38599,0.53,0,1,1,5.22,54.0,1038
38600,38600,38600,38600,0.37,1,6,4,4.66,59.0,1038
38601,38601,38601,38601,0.4,0,0,3,4.7,57.0,1038
38602,38602,38602,38602,0.4,1,0,3,4.73,58.0,1038
38603,38603,38603,38603,0.31,3,0,5,4.45,56.0,1039
38604,38604,38604,38604,0.46,0,3,1,4.99,56.0,1039
38605,38605,38605,38605,0.39,0,3,7,4.68,55.6,1039
38606,38606,38606,38606,0.4,0,4,4,4.75,55.0,1039
38607,38607,38607,38607,0.4,0,4,4,4.8,57.0,1039
38608,38608,38608,38608,0.39,3,6,3,4.79,57.0,1040
38609,38609,38609,38609,0.46,0,1,4,4.9,56.0,1040
38610,38610,38610,38610,0.31,1,2,3,4.36,60.0,488
38611,38611,38611,38611,0.31,1,2,3,4.34,60.0,488
38612,38612,38612,38612,0.31,1,2,3,4.33,60.0,488
38613,38613,38613,38613,0.28,3,0,2,4.21,55.0,489
38614,38614,38614,38614,0.3,3,4,1,4.39,61.0,489
38615,38615,38615,38615,0.3,3,4,1,4.42,59.0,489
38616,38616,38616,38616,0.3,0,2,7,4.32,56.0,489
38617,38617,38617,38617,0.3,0,2,7,4.29,57.0,489
38618,38618,38618,38618,0.31,0,3,3,4.35,55.0,489
38619,38619,38619,38619,0.31,3,1,2,4.29,58.0,489
38620,38620,38620,38620,0.31,2,3,3,4.27,57.0,489
38621,38621,38621,38621,0.31,0,3,3,4.36,55.0,489
38622,38622,38622,38622,0.31,2,1,2,4.26,57.0,489
38623,38623,38623,38623,0.31,1,1,2,4.29,59.0,489
38624,38624,38624,38624,0.31,0,3,3,4.34,57.0,489
38625,38625,38625,38625,0.31,0,3,3,4.38,53.0,489
38626,38626,38626,38626,0.31,2,3,3,4.28,57.0,489
38627,38627,38627,38627,0.31,2,3,3,4.32,57.0,489
38628,38628,38628,38628,0.31,0,3,3,4.33,57.0,489
38629,38629,38629,38629,0.31,3,3,3,4.35,54.0,489
38630,38630,38630,38630,0.31,1,1,2,4.29,59.0,489
38631,38631,38631,38631,0.31,0,3,3,4.32,55.0,489
38632,38632,38632,38632,0.31,3,3,3,4.4,60.0,489
38633,38633,38633,38633,0.31,3,3,3,4.32,57.0,489
38634,38634,38634,38634,0.31,3,3,3,4.39,61.0,489
38635,38635,38635,38635,0.31,1,1,2,4.37,59.0,489
38636,38636,38636,38636,0.31,3,3,3,4.32,57.0,489
38637,38637,38637,38637,0.31,3,3,3,4.33,63.0,489
38638,38638,38638,38638,0.31,0,3,3,4.35,55.0,489
38639,38639,38639,38639,0.31,3,3,3,4.31,60.0,489
38640,38640,38640,38640,0.42,1,0,2,4.83,57.0,1040
38641,38641,38641,38641,0.34,4,4,5,4.72,59.0,1040
38642,38642,38642,38642,0.33,0,4,4,4.45,56.0,1040
38643,38643,38643,38643,0.33,0,4,4,4.46,56.0,1040
38644,38644,38644,38644,0.33,0,4,4,4.46,56.0,1040
38645,38645,38645,38645,0.33,0,4,4,4.49,56.0,1040
38646,38646,38646,38646,0.44,1,3,3,4.91,58.0,1040
38647,38647,38647,38647,0.44,1,1,2,4.88,56.0,1040
38648,38648,38648,38648,0.44,0,4,1,4.91,57.0,1040
38649,38649,38649,38649,0.44,0,0,1,4.92,56.0,1040
38650,38650,38650,38650,0.44,1,0,1,4.88,58.0,1040
38651,38651,38651,38651,0.42,1,6,1,4.91,59.0,1040
38652,38652,38652,38652,0.42,0,6,1,4.85,56.0,1040
38653,38653,38653,38653,0.42,0,6,1,4.84,56.0,1040
38654,38654,38654,38654,0.42,1,6,1,4.85,59.0,1040
38655,38655,38655,38655,0.42,0,6,1,4.84,55.0,1040
38656,38656,38656,38656,0.42,0,6,1,4.82,57.0,1040
38657,38657,38657,38657,0.42,0,6,1,4.84,57.0,1040
38658,38658,38658,38658,0.42,1,6,1,4.83,60.0,1040
38659,38659,38659,38659,0.42,0,6,1,4.83,56.0,1040
38660,38660,38660,38660,0.42,1,6,1,4.81,59.0,1040
38661,38661,38661,38661,0.42,1,6,1,4.79,59.0,1040
38662,38662,38662,38662,0.42,0,6,1,4.8,57.0,1040
38663,38663,38663,38663,0.42,0,6,1,4.81,57.0,1040
38664,38664,38664,38664,0.42,1,6,1,4.79,58.0,1040
38665,38665,38665,38665,0.33,0,5,5,4.44,55.0,1040
38666,38666,38666,38666,0.38,0,5,2,4.68,56.0,1040
38667,38667,38667,38667,0.33,1,5,5,4.46,59.0,1040
38668,38668,38668,38668,0.33,1,4,4,4.47,59.0,1040
38669,38669,38669,38669,0.7,1,4,6,5.69,61.0,1040
38670,38670,38670,38670,0.7,2,4,6,5.65,60.0,1040
38671,38671,38671,38671,0.44,1,0,1,4.88,59.0,1040
38672,38672,38672,38672,0.44,0,0,1,4.9,56.0,1040
38673,38673,38673,38673,0.44,1,0,1,4.86,60.0,1040
38674,38674,38674,38674,0.55,3,1,0,5.15,58.0,1041
38675,38675,38675,38675,0.52,3,1,1,5.14,61.0,1041
38676,38676,38676,38676,0.3,0,6,4,4.34,55.0,1041
38677,38677,38677,38677,0.3,0,6,4,4.32,56.0,1041
38678,38678,38678,38678,0.3,0,6,4,4.3,57.0,1041
38679,38679,38679,38679,0.3,0,6,4,4.34,55.0,1041
38680,38680,38680,38680,0.3,0,4,5,4.32,56.0,1041
38681,38681,38681,38681,0.3,0,4,5,4.33,56.0,1041
38682,38682,38682,38682,0.3,0,4,5,4.32,55.0,1041
38683,38683,38683,38683,0.3,0,4,5,4.33,57.0,1041
38684,38684,38684,38684,0.3,0,4,5,4.28,57.0,1041
38685,38685,38685,38685,0.3,0,4,5,4.36,55.0,1041
38686,38686,38686,38686,0.39,2,5,5,4.71,61.0,1041
38687,38687,38687,38687,0.37,0,0,3,4.65,57.0,1041
38688,38688,38688,38688,0.37,0,0,3,4.64,57.0,1041
38689,38689,38689,38689,0.37,0,0,3,4.63,57.0,1041
38690,38690,38690,38690,0.37,0,4,2,4.63,56.0,1041
38691,38691,38691,38691,0.37,0,4,2,4.65,57.0,1041
38692,38692,38692,38692,0.37,0,0,3,4.61,56.0,1041
38693,38693,38693,38693,0.37,1,0,3,4.66,57.0,1041
38694,38694,38694,38694,0.37,1,0,3,4.71,59.0,1041
38695,38695,38695,38695,0.37,1,0,3,4.68,61.0,1041
38696,38696,38696,38696,0.37,0,0,3,4.65,53.0,1041
38697,38697,38697,38697,0.37,1,0,3,4.66,58.0,1041
38698,38698,38698,38698,0.37,1,0,3,4.63,59.0,1041
38699,38699,38699,38699,0.37,1,0,3,4.66,58.0,1041
38700,38700,38700,38700,0.37,0,0,3,4.59,56.0,1041
38701,38701,38701,38701,0.37,1,0,3,4.59,59.0,1041
38702,38702,38702,38702,0.37,0,0,3,4.62,56.0,1041
38703,38703,38703,38703,0.37,0,0,3,4.61,56.0,1041
38704,38704,38704,38704,0.37,1,0,3,4.6,59.0,1041
38705,38705,38705,38705,0.37,1,0,3,4.58,58.0,1041
38706,38706,38706,38706,0.37,0,0,3,4.6,56.0,1041
38707,38707,38707,38707,0.35,0,5,7,4.57,56.0,1041
38708,38708,38708,38708,0.37,1,0,3,4.68,60.0,1041
38709,38709,38709,38709,0.42,3,3,5,4.73,56.0,1042
38710,38710,38710,38710,0.46,3,0,1,4.92,62.0,1042
38711,38711,38711,38711,0.54,1,2,3,5.16,58.0,1042
38712,38712,38712,38712,0.36,0,6,4,4.56,57.0,1042
38713,38713,38713,38713,0.33,0,4,7,4.44,55.0,1042
38714,38714,38714,38714,0.52,0,5,0,5.28,56.0,1042
38715,38715,38715,38715,0.53,0,2,1,5.2,56.0,1042
38716,38716,38716,38716,0.42,2,0,4,4.72,61.0,1042
38717,38717,38717,38717,0.41,0,5,3,4.78,59.0,1042
38718,38718,38718,38718,0.4,3,0,4,4.68,57.0,1043
38719,38719,38719,38719,0.5,2,4,1,5.06,61.0,1043
38720,38720,38720,38720,0.41,0,3,5,4.74,57.0,1043
38721,38721,38721,38721,0.41,0,3,5,4.78,54.0,1043
38722,38722,38722,38722,0.41,1,3,5,4.79,58.0,1043
38723,38723,38723,38723,0.41,3,3,5,4.73,60.0,1043
38724,38724,38724,38724,0.41,0,3,5,4.77,56.0,1043
38725,38725,38725,38725,0.4,0,5,5,4.77,56.0,1043
38726,38726,38726,38726,0.4,0,5,5,4.75,54.0,1043
38727,38727,38727,38727,0.4,0,5,5,4.73,56.0,1043
38728,38728,38728,38728,0.4,0,5,5,4.75,53.0,1043
38729,38729,38729,38729,0.4,0,5,5,4.75,54.0,1043
38730,38730,38730,38730,0.4,0,5,5,4.74,54.0,1043
38731,38731,38731,38731,0.4,0,5,5,4.73,54.0,1043
38732,38732,38732,38732,0.4,0,5,5,4.74,55.0,1043
38733,38733,38733,38733,0.4,0,5,5,4.73,54.0,1043
38734,38734,38734,38734,0.36,0,0,5,4.64,57.0,1043
38735,38735,38735,38735,0.4,0,6,2,4.71,57.0,1043
38736,38736,38736,38736,0.45,0,1,7,4.94,54.0,1043
38737,38737,38737,38737,0.32,0,0,5,4.42,56.0,1044
38738,38738,38738,38738,0.32,1,0,5,4.45,59.0,1044
38739,38739,38739,38739,0.53,3,2,1,5.18,56.0,1044
38740,38740,38740,38740,0.4,3,3,7,4.66,56.0,1044
38741,38741,38741,38741,0.35,3,5,7,4.45,58.0,1044
38742,38742,38742,38742,0.35,1,0,5,4.55,59.0,1044
38743,38743,38743,38743,0.35,0,0,5,4.51,56.0,1044
38744,38744,38744,38744,0.35,3,5,7,4.59,59.0,1044
38745,38745,38745,38745,0.35,0,5,7,4.54,55.0,1044
38746,38746,38746,38746,0.35,0,5,7,4.56,55.0,1044
38747,38747,38747,38747,0.35,0,5,7,4.5,55.0,1044
38748,38748,38748,38748,0.35,1,0,5,4.52,58.0,1044
38749,38749,38749,38749,0.35,0,5,7,4.54,56.0,1044
38750,38750,38750,38750,0.35,0,0,5,4.53,57.0,1044
38751,38751,38751,38751,0.35,1,5,7,4.54,60.0,1044
38752,38752,38752,38752,0.35,0,0,5,4.51,56.0,1044
38753,38753,38753,38753,0.41,0,4,4,4.77,55.0,1044
38754,38754,38754,38754,0.32,0,6,2,4.43,57.0,1044
38755,38755,38755,38755,0.43,0,3,1,4.88,57.0,1045
38756,38756,38756,38756,0.53,3,3,0,5.21,57.0,1046
38757,38757,38757,38757,0.51,3,1,1,5.03,60.0,1046
38758,38758,38758,38758,0.5,3,0,0,5.08,61.0,1046
38759,38759,38759,38759,0.53,0,1,3,5.2,54.0,1046
38760,38760,38760,38760,0.51,0,4,0,5.08,57.0,1046
38761,38761,38761,38761,0.43,0,1,7,4.82,53.0,1046
38762,38762,38762,38762,0.31,0,0,7,4.38,55.0,1046
38763,38763,38763,38763,0.31,0,4,7,4.36,56.0,1046
38764,38764,38764,38764,0.31,0,4,7,4.36,56.0,1046
38765,38765,38765,38765,0.31,1,0,4,4.36,60.0,1046
38766,38766,38766,38766,0.31,0,0,4,4.43,56.0,1046
38767,38767,38767,38767,0.31,0,4,7,4.34,56.0,1046
38768,38768,38768,38768,0.31,0,4,7,4.37,54.0,1046
38769,38769,38769,38769,0.31,1,0,4,4.43,55.0,1046
38770,38770,38770,38770,0.31,0,0,4,4.39,57.0,1046
38771,38771,38771,38771,0.31,1,0,4,4.36,58.0,1046
38772,38772,38772,38772,0.31,0,0,4,4.38,55.0,1046
38773,38773,38773,38773,0.31,1,0,4,4.38,58.0,1046
38774,38774,38774,38774,0.31,0,0,4,4.37,57.0,1046
38775,38775,38775,38775,0.31,1,0,4,4.37,59.0,1046
38776,38776,38776,38776,0.31,1,4,7,4.35,58.0,1046
38777,38777,38777,38777,0.31,0,4,7,4.35,55.0,1046
38778,38778,38778,38778,0.31,0,0,4,4.36,56.0,1046
38779,38779,38779,38779,0.31,1,0,4,4.35,60.0,1046
38780,38780,38780,38780,0.31,0,3,7,4.41,57.0,1046
38781,38781,38781,38781,0.31,1,3,7,4.44,58.0,1046
38782,38782,38782,38782,0.31,0,3,7,4.38,56.0,1046
38783,38783,38783,38783,0.31,1,3,7,4.38,58.0,1046
38784,38784,38784,38784,0.31,1,3,7,4.36,58.0,1046
38785,38785,38785,38785,0.31,0,3,7,4.37,54.0,1046
38786,38786,38786,38786,0.31,0,5,5,4.43,56.0,1046
38787,38787,38787,38787,0.31,1,5,5,4.43,59.0,1046
38788,38788,38788,38788,0.31,1,5,5,4.41,60.0,1046
38789,38789,38789,38789,0.31,0,5,5,4.4,57.0,1046
38790,38790,38790,38790,0.31,1,5,5,4.4,58.0,1046
38791,38791,38791,38791,0.31,1,5,5,4.41,59.0,1046
38792,38792,38792,38792,0.31,0,5,5,4.4,57.0,1046
38793,38793,38793,38793,0.31,0,5,5,4.38,57.0,1046
38794,38794,38794,38794,0.31,1,5,5,4.39,59.0,1046
38795,38795,38795,38795,0.31,1,5,5,4.37,62.0,1046
38796,38796,38796,38796,0.31,0,5,5,4.39,56.0,1046
38797,38797,38797,38797,0.31,0,5,5,4.39,56.0,1046
38798,38798,38798,38798,0.31,0,5,5,4.36,53.0,1046
38799,38799,38799,38799,0.31,0,5,5,4.38,56.0,1046
38800,38800,38800,38800,0.31,3,5,5,4.36,57.0,1046
38801,38801,38801,38801,0.31,0,5,5,4.34,55.0,1046
38802,38802,38802,38802,0.31,3,5,5,4.35,56.0,1046
38803,38803,38803,38803,0.31,0,5,5,4.37,54.0,1046
38804,38804,38804,38804,0.31,1,5,5,4.4,60.0,1046
38805,38805,38805,38805,0.31,1,5,5,4.35,58.0,1046
38806,38806,38806,38806,0.31,1,5,5,4.35,59.0,1046
38807,38807,38807,38807,0.31,1,5,5,4.34,59.0,1046
38808,38808,38808,38808,0.31,1,5,5,4.35,58.0,1046
38809,38809,38809,38809,0.31,3,5,5,4.33,57.0,1046
38810,38810,38810,38810,0.31,0,5,5,4.36,55.0,1046
38811,38811,38811,38811,0.31,1,5,5,4.4,57.0,1046
38812,38812,38812,38812,0.31,0,5,5,4.36,57.0,1046
38813,38813,38813,38813,0.31,1,5,5,4.32,59.0,1046
38814,38814,38814,38814,0.45,1,4,1,4.97,58.0,1046
38815,38815,38815,38815,0.31,1,5,5,4.31,61.0,1046
38816,38816,38816,38816,0.31,1,5,5,4.32,58.0,1046
38817,38817,38817,38817,0.39,0,1,2,4.7,54.0,1047
38818,38818,38818,38818,0.51,3,2,3,5.08,56.0,1047
38819,38819,38819,38819,0.38,1,0,5,4.62,59.0,1047
38820,38820,38820,38820,0.5,2,1,3,5.12,64.0,1047
38821,38821,38821,38821,0.7,3,5,6,5.73,63.0,1047
38822,38822,38822,38822,0.5,3,1,1,5.0,58.0,1048
38823,38823,38823,38823,0.5,3,1,1,5.02,60.0,1048
38824,38824,38824,38824,0.5,3,1,1,5.02,56.0,1048
38825,38825,38825,38825,0.32,0,6,4,4.43,55.8,1048
38826,38826,38826,38826,0.42,0,5,3,4.83,57.0,1048
38827,38827,38827,38827,0.42,0,3,2,4.87,57.0,1048
38828,38828,38828,38828,0.43,0,0,3,4.88,56.0,1048
38829,38829,38829,38829,0.43,1,0,3,4.84,59.0,1048
38830,38830,38830,38830,0.43,0,0,3,4.85,57.0,1048
38831,38831,38831,38831,0.43,0,0,3,4.87,56.0,1048
38832,38832,38832,38832,0.43,0,0,3,4.84,57.0,1048
38833,38833,38833,38833,0.43,0,0,3,4.86,56.0,1048
38834,38834,38834,38834,0.4,3,4,4,4.81,52.0,1049
38835,38835,38835,38835,0.4,3,4,4,4.71,56.0,1049
38836,38836,38836,38836,0.52,2,5,0,5.08,56.0,1049
38837,38837,38837,38837,0.46,3,5,2,4.92,57.0,1049
38838,38838,38838,38838,0.52,3,5,0,5.12,55.0,1049
38839,38839,38839,38839,0.37,0,4,5,4.6,55.0,1049
38840,38840,38840,38840,0.73,4,1,6,5.51,55.0,1049
38841,38841,38841,38841,0.39,4,0,3,4.61,57.0,1049
38842,38842,38842,38842,0.33,3,6,4,4.47,58.0,1050
38843,38843,38843,38843,0.47,0,1,5,5.02,56.0,1050
38844,38844,38844,38844,0.37,0,6,3,4.64,56.0,1050
38845,38845,38845,38845,0.5,4,5,1,4.99,59.0,1050
38846,38846,38846,38846,0.56,1,2,1,5.34,59.0,1050
38847,38847,38847,38847,0.4,0,1,7,4.73,56.0,1050
38848,38848,38848,38848,0.4,0,1,7,4.75,56.0,1050
38849,38849,38849,38849,0.4,1,5,4,4.8,58.0,1050
38850,38850,38850,38850,0.4,1,5,4,4.84,58.0,1050
38851,38851,38851,38851,0.4,1,5,4,4.76,59.0,1050
38852,38852,38852,38852,0.4,1,5,4,4.76,58.0,1050
38853,38853,38853,38853,0.4,0,5,4,4.68,56.0,1050
38854,38854,38854,38854,0.4,1,5,4,4.7,60.0,1050
38855,38855,38855,38855,0.4,0,5,4,4.74,56.0,1050
38856,38856,38856,38856,0.4,1,5,4,4.72,59.0,1050
38857,38857,38857,38857,0.4,1,5,4,4.74,58.0,1050
38858,38858,38858,38858,0.4,1,4,2,4.77,61.0,1050
38859,38859,38859,38859,0.4,1,4,2,4.76,59.0,1050
38860,38860,38860,38860,0.4,0,4,2,4.78,56.0,1050
38861,38861,38861,38861,0.4,1,4,2,4.8,60.0,1050
38862,38862,38862,38862,0.4,1,4,2,4.81,60.0,1050
38863,38863,38863,38863,0.4,0,4,2,4.76,56.0,1050
38864,38864,38864,38864,0.4,0,4,2,4.76,55.0,1050
38865,38865,38865,38865,0.4,1,4,2,4.76,59.0,1050
38866,38866,38866,38866,0.4,1,4,2,4.75,58.0,1050
38867,38867,38867,38867,0.4,1,4,2,4.75,58.0,1050
38868,38868,38868,38868,0.4,1,4,2,4.72,58.0,1050
38869,38869,38869,38869,0.4,1,4,2,4.72,57.0,1050
38870,38870,38870,38870,0.4,1,4,2,4.75,59.0,1050
38871,38871,38871,38871,0.4,1,4,2,4.71,58.0,1050
38872,38872,38872,38872,0.4,1,4,2,4.7,59.0,1050
38873,38873,38873,38873,0.4,1,4,2,4.69,59.0,1050
38874,38874,38874,38874,0.4,1,4,2,4.69,59.0,1050
38875,38875,38875,38875,0.4,0,6,3,4.77,57.0,1050
38876,38876,38876,38876,0.4,1,6,3,4.8,59.0,1050
38877,38877,38877,38877,0.4,1,6,3,4.87,57.0,1050
38878,38878,38878,38878,0.4,0,6,3,4.75,57.0,1050
38879,38879,38879,38879,0.4,1,6,3,4.76,59.0,1050
38880,38880,38880,38880,0.4,0,6,3,4.77,56.0,1050
38881,38881,38881,38881,0.4,0,6,3,4.79,56.0,1050
38882,38882,38882,38882,0.4,0,6,3,4.72,57.0,1050
38883,38883,38883,38883,0.4,1,6,3,4.72,59.0,1050
38884,38884,38884,38884,0.4,0,6,3,4.75,55.0,1050
38885,38885,38885,38885,0.4,0,6,3,4.77,57.0,1050
38886,38886,38886,38886,0.4,1,6,3,4.75,59.0,1050
38887,38887,38887,38887,0.4,1,6,3,4.72,59.0,1050
38888,38888,38888,38888,0.4,2,5,4,4.7,64.0,1050
38889,38889,38889,38889,0.4,0,5,2,4.73,57.0,1050
38890,38890,38890,38890,0.41,3,5,4,4.69,59.0,1051
38891,38891,38891,38891,0.43,3,0,2,4.86,53.0,1051
38892,38892,38892,38892,0.4,0,5,5,4.71,59.0,1051
38893,38893,38893,38893,0.51,0,1,0,5.14,56.0,1051
38894,38894,38894,38894,0.31,0,0,7,4.36,56.0,1051
38895,38895,38895,38895,0.51,4,4,1,5.07,54.0,1052
38896,38896,38896,38896,0.38,0,4,4,4.69,55.0,1052
